file_path,releaseId,sbom_deps,graph_deps,dependencies_match
sbom/org/janusgraph/janusgraph/1.0.1-20240523-070044.2d6ea4d/janusgraph-1.0.1-20240523-070044.2d6ea4d-cyclonedx.xml,org.janusgraph:janusgraph:1.0.1-20240523-070044.2d6ea4d,23,3,False
sbom/org/janusgraph/janusgraph/1.0.1-20240523-070044.2d6ea4d/janusgraph-1.0.1-20240523-070044.2d6ea4d-cyclonedx.json,org.janusgraph:janusgraph:1.0.1-20240523-070044.2d6ea4d,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240725-225722.13619a1/janusgraph-1.1.0-20240725-225722.13619a1-cyclonedx.json,org.janusgraph:janusgraph:1.1.0-20240725-225722.13619a1,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240725-225722.13619a1/janusgraph-1.1.0-20240725-225722.13619a1-cyclonedx.xml,org.janusgraph:janusgraph:1.1.0-20240725-225722.13619a1,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240710-125722.0154bf9/janusgraph-1.1.0-20240710-125722.0154bf9-cyclonedx.json,org.janusgraph:janusgraph:1.1.0-20240710-125722.0154bf9,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240710-125722.0154bf9/janusgraph-1.1.0-20240710-125722.0154bf9-cyclonedx.xml,org.janusgraph:janusgraph:1.1.0-20240710-125722.0154bf9,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240513-104314.139d3c1/janusgraph-1.1.0-20240513-104314.139d3c1-cyclonedx.xml,org.janusgraph:janusgraph:1.1.0-20240513-104314.139d3c1,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240513-104314.139d3c1/janusgraph-1.1.0-20240513-104314.139d3c1-cyclonedx.json,org.janusgraph:janusgraph:1.1.0-20240513-104314.139d3c1,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240819-074819.c7253ff/janusgraph-1.1.0-20240819-074819.c7253ff-cyclonedx.json,org.janusgraph:janusgraph:1.1.0-20240819-074819.c7253ff,23,3,False
sbom/org/janusgraph/janusgraph/1.1.0-20240819-074819.c7253ff/janusgraph-1.1.0-20240819-074819.c7253ff-cyclonedx.xml,org.janusgraph:janusgraph:1.1.0-20240819-074819.c7253ff,23,3,False
sbom/org/janusgraph/janusgraph/1.0.1-20240508-100745.ee5364d/janusgraph-1.0.1-20240508-100745.ee5364d-cyclonedx.xml,org.janusgraph:janusgraph:1.0.1-20240508-100745.ee5364d,23,3,False
sbom/org/janusgraph/janusgraph/1.0.1-20240508-100745.ee5364d/janusgraph-1.0.1-20240508-100745.ee5364d-cyclonedx.json,org.janusgraph:janusgraph:1.0.1-20240508-100745.ee5364d,23,3,False
sbom/org/janusgraph/janusgraph/1.0.1-20240801-123410.8ff71a1/janusgraph-1.0.1-20240801-123410.8ff71a1-cyclonedx.xml,org.janusgraph:janusgraph:1.0.1-20240801-123410.8ff71a1,23,3,False
sbom/org/janusgraph/janusgraph/1.0.1-20240801-123410.8ff71a1/janusgraph-1.0.1-20240801-123410.8ff71a1-cyclonedx.json,org.janusgraph:janusgraph:1.0.1-20240801-123410.8ff71a1,23,3,False
sbom/org/janusgraph/example-hbase/1.0.1-20240531-141416.9a52913/example-hbase-1.0.1-20240531-141416.9a52913-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240531-141416.9a52913,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240531-141416.9a52913/example-hbase-1.0.1-20240531-141416.9a52913-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240531-141416.9a52913,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240610-115529.2c71b37/example-hbase-1.1.0-20240610-115529.2c71b37-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240610-115529.2c71b37,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240610-115529.2c71b37/example-hbase-1.1.0-20240610-115529.2c71b37-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240610-115529.2c71b37,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240819-150450.7edf3ec/example-hbase-1.0.1-20240819-150450.7edf3ec-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240819-150450.7edf3ec,6,6,True
